owner_org,fiscal_yr,service_id,service_std_id,service_std_en,service_std_fr,service_std_url_en,service_std_url_fr,service_std_type,service_std_target,gcss_tool_fiscal_yr,realtime_result_url_en,realtime_result_url_fr,q1_performance_result,q1_business_volume,q2_performance_result,q2_business_volume,q3_performance_result,q3_business_volume,q4_performance_result,q4_business_volume,owner_org_title,performance,Standard Unique Identifier,New Service ID
ssc-spc,2017-2018,42,1,"Availability:   Standards are per 2015 EDC levels: 
Service availability and reliability / Standard availability
-Hours of operation: 24 x 7 x 365
-Scheduled maintenance: Less than 4 hours
-Availability level: 99.50%
Recovery time objectives
-Critical and high priority incidents: Less than 4 hours
-Medium priority incidents: Less than 4 hours
-Low priority incidents: Less than 12 hours
-Recovery point objectives: 4 hours
Reliability (Max number of incidents) - Monthly / annually
-Critical and high priority incidents: 1 / 3
-Medium priority incidents: 3 / 24
-Low priority incidents: not applicable
-Service hours: 24 x 7 x 365
-Regular scheduled maintenance: second Saturday of the month
-SQLServer DBaaS OS patching schedule:
    - Third weekend of the month at CDOQ 
    - Fourth weekend of the month at Borden
   - First Weekend of the month at Barrie
-External vendor support hours: MIcrosoft support 24 x 7 x 365","Disponibilité : Normes établies selon les niveaux du CDE de 2015 :
Disponibilité et fiabilité du service /  Disponibilité normale
-Heures d’ouverture: 24 x 7 x 365
-Entretien prévu: moins de 4 heures
-Niveau de disponibilité: 99,5 %
Objectifs de délai de rétablissement
-Incidents critiques et hautement prioritaires: moins de 4 heures
-Incidents de priorité moyenne: moins de 4 heures
-Incidents de faible priorité: moins de 12 heures
-Objectifs de point de récupération: 4 heures
Disponibilité (nombre maximal d'incidents) -  mensuellement / annuellement
-Incidents de priorité critique ou élevée: 1 / 3
-Incidents de priorité moyenne: 3 / 24
-Incidents de faible priorité: sans objet
-Heures de service: 24 x 7 x 365
-Entretien de routine prévu: deuxième samedi du mois
 -Horaire d'application de correctif au SE de la base de données-service SQL Server :
    - Troisième fin de semaine du mois pour CDOQ
    - Quatrième fin de semaine du mois pour Borden
    - Première fin de semaine du mois pour Barrie
-Heures de soutien du fournisseur externe : soutien de Microsoft disponible 24 x 7 x 365",http://service.ssc.gc.ca/en/services/dc/hosting-integration/database#standards,http://service.ssc.gc.ca/fr/services/cd/hebergement-integration/base-donnees#normes,ACS,99.50%,2017-2018,"ND
URL to published target results for Column H is found below:
http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","AD
L’adresse URL menant vers les résultats cibles de la colonne I se trouve ci-dessous
http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",0,0,0,0,0,0,0,0,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-42,ssc-spc - 942
ssc-spc,2017-2018,42,2,"Mean time to restore service:
-Currently, RPO and RTO in the enterprise datacenter are 4 hours from the time the service request is received by the datacenter.","Délai moyen de rétablissement :
-À l'heure actuelle, les objectifs de point de reprise (OPR) et de délai de rétablissement (ODR) des centres de données d'entreprise sont de 4 heures à partir de la réception de la demande de service au centre de données.",http://service.ssc.gc.ca/en/services/dc/hosting-integration/database#standards,http://service.ssc.gc.ca/fr/services/cd/hebergement-integration/base-donnees#normes,TML,,2017-2018,ND,AD,0,0,0,0,0,0,0,0,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-42,ssc-spc - 942
ssc-spc,2017-2018,42,3,"Request fulfillment duration:
-Maximum: 6 days from the time the ticket is created","Délai de traitement des demandes :
-Délai maximal de 6 jours après la création du billet",http://service.ssc.gc.ca/en/services/dc/hosting-integration/database#standards,http://service.ssc.gc.ca/fr/services/cd/hebergement-integration/base-donnees#normes,TML,,2017-2018,ND,AD,0,309,0,332,0,311,0,340,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-42,ssc-spc - 942
ssc-spc,2017-2018,44,1,"Availability: 24 x 7 x 365, 95% of the time
-Service hours: 24 x 7 x 365, hours to be negotiated per environment through an official Service Level Agreement ◦Standard availability: 95%, excluding patch work and scheduled maintenance
-Regular scheduled maintenance: Mandatory monthly maintenance window is required and negotiated per environment as per Service Level Agreement
-External vendor support hours: not applicable, SSC provides the partners with support and contacts the vendors when required","Disponibilité : 24 x 7 x 365, à un taux de disponibilité de 95 %
-Heures de service : 24 x 7 x 365 On négocie les heures en fonction de l’environnement, par l’entremise d’un accord sur les niveaux de service (ANS) officiel.  ◦Disponibilité standard : 99,5 % sauf lors de l'application de correctifs et des entretiens prévus
-Entretien de routine prévu : période d'entretien mensuel obligatoire, négociée en fonction de l'environnement par l'entremise d'un ANS
-Heures de soutien du fournisseur externe : sans objet. SPC fournit le soutien au partenaire et communique au besoin avec le fournisseur",http://service.ssc.gc.ca/en/services/dc/hosting-integration/middleware#standards,http://service.ssc.gc.ca/fr/services/cd/hebergement-integration/intergiciel#normes,ACS,95.00%,2017-2018,"ND
URL to published target results for Column H is found below:
http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","AD
L’adresse URL menant vers les résultats cibles de la colonne I se trouve ci-dessous
http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",0,0,0,0,0,0,0,0,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-44,ssc-spc - 944
ssc-spc,2017-2018,44,2,"Mean time to restore service:
-Depends on system complexity and Service Level Agreements","Délai moyen de rétablissement :
-Ce délai varie selon la complexité du système et les ANS",http://service.ssc.gc.ca/en/services/dc/hosting-integration/middleware#standards,http://service.ssc.gc.ca/fr/services/cd/hebergement-integration/intergiciel#normes,TML,,2017-2018,ND,AD,0,0,0,0,0,0,0,0,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-44,ssc-spc - 944
ssc-spc,2017-2018,44,3,"Request fulfillment duration:
-Variable based on the level of complexity, quantity, timing, resources and other factors applicable to each requests","Délai de traitement des demandes :
-Ce délai varie selon le niveau de complexité, la quantité, le temps disponible, les ressources et d'autres facteurs associés à chaque demande respective",http://service.ssc.gc.ca/en/services/dc/hosting-integration/middleware#standards,http://service.ssc.gc.ca/fr/services/cd/hebergement-integration/intergiciel#normes,TML,,2017-2018,ND,AD,0,917,0,784,0,982,0,925,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-44,ssc-spc - 944
ssc-spc,2017-2018,5,1,"Availability: 24 x 7 x 365, 99% of the time
Regular scheduled maintenance: None. Maintenance is performed outside of business hours as required.
-Support hours: Service support hours are 8 a.m. to 4 p.m. (EST) on regular work days, 99% of the time. Service is generally available for use unless maintenance is being performed.","Disponibilité : 24 x 7 x 365, 99 % du temps
Heures de soutien : Les heures de soutien sont de 8H00 à 16h00 (HE) les jours ouvrables, 99% du temps. Le service est généralement disponible sauf lors de la maintenance. 
-Maintenance de routine planifiée : Aucune. La maintenance est effectuée en dehors des heures de bureau, au besoin.",http://service.ssc-spc.gc.ca/en/services/communicating/videoconferencing/users#standards,http://service.ssc-spc.gc.ca/fr/services/communication/videoconference/utils#normes,ACS,99.00%,2017-2018,"ND
URL to published target results for Column H is found below:
http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","AD
L’adresse URL menant vers les résultats cibles de la colonne I se trouve ci-dessous
http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",0,0,0,0,0,0,0,0,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-5,ssc-spc - 05
ssc-spc,2017-2018,5,2,"Mean time to restore service: 2 business days, 95% of the time","Délai moyen de rétablissement du service : 2 jours ouvrables, 95 % du temps",http://service.ssc-spc.gc.ca/en/services/communicating/videoconferencing/users#standards,http://service.ssc-spc.gc.ca/fr/services/communication/videoconference/utils#normes,TML,95.00%,2017-2018,"ND
URL to published target results for Column H is found below:
http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","AD
L’adresse URL menant vers les résultats cibles de la colonne I se trouve ci-dessous
http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",0,0,0,0,0,0,0,0,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-5,ssc-spc - 05
ssc-spc,2017-2018,5,3,"Request fulfilment duration: 5 business days, 95% of the time
Virtual Meeting Room (VMR) account creation: 5 business days, 95% of the time
-Scheduled Conference reservations: 5 business days, 95% of the time","Délai de réalisation d’une demande : 5 jours ouvrables, 95 % du temps.
Création d’un compte de salle de réunion virtuelle (SRV) : 5 jours ouvrables, 95 % du temps.
-Réservations de conférences : 5 jours ouvrables, 95 % du temps.",http://service.ssc-spc.gc.ca/en/services/communicating/videoconferencing/users#standards,http://service.ssc-spc.gc.ca/fr/services/communication/videoconference/utils#normes,TML,95.00%,2017-2018,"ND
URL to published target results for Column H is found below:
http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","AD
L’adresse URL menant vers les résultats cibles de la colonne I se trouve ci-dessous
http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",0,2352,0,1739,0,2263,0,2220,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-5,ssc-spc - 05
ssc-spc,2017-2018,6,1,"Availability: 24 x 7 x 365, 99.95% of the time
-excludes scheduled downtime periods for routine maintenance work 
-Service hours: 24 x 7 x 365
-Regular scheduled maintenance: no regularly scheduled maintenance windows identified ◦Software program changes are completed without service interruption 
◦Notification for system or platform maintenance is a minimum of 10 business day in advance 
-External vendor support hours: vendor trouble desk offers technical support 24 x 7 x 365","Disponibilité : 24 x 7 x 365, 99,95 % du temps
-exclut les périodes d'interruption du service prévues afin d'effectuer les travaux de maintenance de routine
-Heures de service : 24 x 7 x 365
-Maintenance de routine planifiée : Aucune période n'est réservée pour les travaux de maintenance de routine.  ◦Les modifications aux logiciels sont apportées sans interruption du service. 
◦Le préavis sur la maintenance d'un système ou d'une plateforme est donné au moins dix (10) jours ouvrables à l'avance. 
-Heures de soutien d'un fournisseur externe : Le service de dépannage du fournisseur offre un soutien technique en tout temps, tous les jours de l'année.",http://service.ssc-spc.gc.ca/en/services/infrastructure/contact-centre-infra/cc-admin#standards,http://service.ssc-spc.gc.ca/fr/services/infrastructure/infra-centre-contact/cc-admin#normes,ACS,100.00%,2017-2018,"ND
URL to published target results for Column H is found below:
http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","AD
L’adresse URL menant vers les résultats cibles de la colonne I se trouve ci-dessous
http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",0,0,0,0,0,0,0,0,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-6,ssc-spc - 06
ssc-spc,2017-2018,6,2,"Mean time to restore service:
-System functionality: full recovery within 30 minutes (refers to IVR-Interactive Voice Response, ACD-Automatic Call Distribution), 99.95% of the time 
-Reporting functionality: full recovery within 24 hours, 99.95% of the time","Délai moyen de rétablissement :
-Rétablissement complet de la fonctionnalité du système dans un délai de 30 minutes (concerne les fonctions de réponse vocale interactive [RVI] et de distribution d'appels automatique [DAA]), 99,95 % du temps.
-Rétablissement complet de la fonction de production de rapports dans un délai de 24 heures, 99,95 % du temps.",http://service.ssc-spc.gc.ca/en/services/infrastructure/contact-centre-infra/cc-admin#standards,http://service.ssc-spc.gc.ca/fr/services/infrastructure/infra-centre-contact/cc-admin#normes,TML,100.00%,2017-2018,"ND
URL to published target results for Column H is found below:
http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","AD
L’adresse URL menant vers les résultats cibles de la colonne I se trouve ci-dessous
http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",0,0,0,0,0,0,0,0,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-6,ssc-spc - 06
ssc-spc,2017-2018,6,3,"Request fulfilment duration:
-usually varies between 3 to 6 months; large, complex contact centres may take 6 months to 1 year to complete the service request","Délai de traitement des demandes :
-Le délai de réalisation est normalement de 3 à 6 mois. Ce délai peut être de 6 mois à 1 an pour les centres de contact plus complexes et d'une taille plus importante.",http://service.ssc-spc.gc.ca/en/services/infrastructure/contact-centre-infra/cc-admin#standards,http://service.ssc-spc.gc.ca/fr/services/infrastructure/infra-centre-contact/cc-admin#normes,TML,,2017-2018,ND,AD,0,733,0,763,0,631,0,726,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-6,ssc-spc - 06
ssc-spc,2017-2018,7,1-a,"Availability (Standard): 
-Service hours:  24 x 7 x 365, services are fully operational and continuously monitored ◦Standard availability : 97%, 90% of the time
-Regular scheduled maintenance:  ◦Standard availability: A predefined window of a maximum of 4 hours is used every month to do maintenance","Disponibilité (Normal): 
-Heures de service : 24 x 7 x 365, services entièrement fonctionnels et sous surveillance constante ◦Disponibilité normale : 97 %, 90 % du temps
-Maintenance de routine planifiée :  ◦Disponibilité normale : Une période prédéfinie d’un maximum de 4 heures servira à faire la maintenance chaque mois.",http://service.ssc-spc.gc.ca/en/services/dc/high-perf-comp/specialists#standards,http://service.ssc-spc.gc.ca/fr/services/cd/calcul-haute-perf/specialistes#normes,ACS,97.00%,2017-2018,"ND
URL to published target results for Column H is found below:
http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","AD
L’adresse URL menant vers les résultats cibles de la colonne I se trouve ci-dessous
http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",0,0,0,0,0,0,0,0,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-7,ssc-spc - 07
ssc-spc,2017-2018,7,1-b,"Availability (High): 
-Service hours:  24 x 7 x 365, services are fully operational and continuously monitored: High availability: 99 %, 95% of the time
◦High availability: As needed. The service is maintained with sufficient redundancy to allow transparent maintenance the majority of the time.","Disponibilité (Grande) : 
-Heures de service : 24 x 7 x 365, services entièrement fonctionnels et sous surveillance constante ◦Grande disponibilité : 99 %, 95 % du temps
◦Grande disponibilité : Au besoin. Le service est maintenu avec une redondance suffisante pour permettre une maintenance transparente la plupart du temps.",http://service.ssc-spc.gc.ca/en/services/dc/high-perf-comp/specialists#standards,http://service.ssc-spc.gc.ca/fr/services/cd/calcul-haute-perf/specialistes#normes,ACS,99.00%,2017-2018,"ND
URL to published target results for Column H is found below:
http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","AD
L’adresse URL menant vers les résultats cibles de la colonne I se trouve ci-dessous
http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",0,0,0,0,0,0,0,0,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-7,ssc-spc - 07
ssc-spc,2017-2018,7,2,"Mean time to restore: 
For Critical incident types:
-less than 4 hours, 85% of the time (Standards Availability)
-less than 3 hours, 85% of the time (High Availability)
For High priority incident types:
-less than 8 hours, 85% of the time (Standards availability)
-less than 6 hours, 85% of the time (High Availability)
For Medium priority incident types:
-less than 2 business days, 85% of the time (both Standards and High availability)
For Mean time to restore service types:
-less than 4 business days, or best effort if no impact (both Standards and High availability)","Délai moyen de rétablissement:
Pour type Incidents à priorité critique:
-moins de 4 heures, 85 % du temps (Disponibilité normale)
-moins de 3 heures, 85 % du temps (Grande disponibilité)
Pour type Incidents à priorité élevée:
-moins de 8 heures, 85 % du temps (Disponibilité normale)
-moins de 6 heures, 85 % du temps (Grande disponibilité)
Pour type Incidents à priorité moyenne:
-moins de 2 jours ouvrables, 85 % du temps (Disponibilité normale et Grande disponibilité)
Pour type Incidents à faible priorité:
-moins de 4 jours ouvrables ou meilleur effort s’il n’y a aucune incidence (Disponibilité normale et Grande disponibilité)",http://service.ssc-spc.gc.ca/en/services/dc/high-perf-comp/specialists#standards,http://service.ssc-spc.gc.ca/fr/services/cd/calcul-haute-perf/specialistes#normes,TML,85.00%,2017-2018,"ND
URL to published target results for Column H is found below:
http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","AD
L’adresse URL menant vers les résultats cibles de la colonne I se trouve ci-dessous
http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",0,0,0,0,0,0,0,0,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-7,ssc-spc - 07
ssc-spc,2017-2018,7,3,"Request Fulfillment duration:
Data routing: 10 business days, 80% of the time for change of existing products distribution in the data routing table.
HPC user account: 5 business days, 80% of the time for add, remove or modify.
Update software package/library: 15 business days, 80% of the time for assessment of the potential impact of the new/updated library is done prior to the change being executed. For major requests, if a Security Assessment and Accrediation is required, additional delay must be expected.
Change storage allocation: 10 business days, 80% of the time for Change storage allocation of an existing storage.","Délai de traitement des demandes:
Acheminement des données: 10 jours ouvrables, 80 % du temps pour changer la distribution des produits existants dans le tableau d’acheminement des données.
Compte d’utilisateur du CHP: 5 jours ouvrables, 80 % du temps pour ajouter, retirer ou modifier un compte d’utilisateur du CHP.
Mise à jour de logiciels/de la bibliothèque: 15 jours ouvrables, 80 % du temps pour évaluer l’incidence possible de la bibliothèque nouvelle ou mise à jour avant d’effectuer le changement. Pour les demandes importantes, si une évaluation et une autorisation de sécurité sont requises, il faut s’attendre à un délai supplémentaire.
Changement de l’allocation de mémoire: 10 jours ouvrables, 80 % du temps  pour changer l’allocation de mémoire d’une unité de stockage existante",http://service.ssc-spc.gc.ca/en/services/dc/high-perf-comp/specialists#standards,http://service.ssc-spc.gc.ca/fr/services/cd/calcul-haute-perf/specialistes#normes,TML,80.00%,2017-2018,"ND
URL to published target results for Column H is found below:
http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","AD
L’adresse URL menant vers les résultats cibles de la colonne I se trouve ci-dessous
http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",0,732,0,547,0,670,0,615,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-7,ssc-spc - 07
ssc-spc,2017-2018,8,1,"Availability: 24 x 7 x 365, 99.99% of the time 
-Service hours: available and supported 24 x 7 x 365 
 Service hours may vary by partner depending on the hours of operation provided by the local helpdesk
-Regular scheduled maintenance: No pre-defined maintenance window has been identified for this service
-External vendor support hours: The vendor`s support desk operates 24 x 7 x 365","Disponibilité : 24 x 7 x 365, 99,99 % du temps
-Heures de service : Le service sans frais est disponible 24 x 7 x 365 jours par année. Les heures de service peuvent varier en fonction du partenaire, selon les heures d'ouverture du centre d'assistance local.
-Maintenance de routine planifiée : Aucune période de maintenance prédéfinie n'a été déterminée pour ce service.
-Heures de soutien d'un fournisseur externe 24 x 7 x 365",http://service.ssc-spc.gc.ca/en/services/communicating/toll-free-voice/admin#standards,http://service.ssc-spc.gc.ca/fr/services/communication/appel-sans-frais/admin#normes,ACS,100.00%,2017-2018,"ND
URL to published target results for Column H is found below:
http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","AD
L’adresse URL menant vers les résultats cibles de la colonne I se trouve ci-dessous
http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",0,0,0,0,0,0,0,0,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-8,ssc-spc - 08
ssc-spc,2017-2018,8,2,"Mean time to restore service: not applicable
-The Toll Free Voice service is dependent on highly redundant telecommunications infrastructure","Délai moyen de rétablissement : Ne s’applique pas 
-Le service sans frais dépend d'une infrastructure de télécommunications hautement redondante",http://service.ssc-spc.gc.ca/en/services/communicating/toll-free-voice/admin#standards,http://service.ssc-spc.gc.ca/fr/services/communication/appel-sans-frais/admin#normes,TML,,2017-2018,ND,AD,0,0,0,0,0,0,0,0,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-8,ssc-spc - 08
ssc-spc,2017-2018,8,3,"Request fulfilment duration:
-Simple orders are typically completed within 3 to 5 federal government working days and are processed during vendor's order desk normal hours of operations. Complex orders may take additional time to complete.
-The target is currently under review, and is dependent on e-enabling the Toll Free Voice orders","Durée d’exécution d’une demande :  
-Les commandes simples sont habituellement exécutées dans un délai de 3 à 5 jours ouvrables du gouvernement fédéral et sont traitées durant les heures d'ouverture normales du bureau de commande du fournisseur. Pour les commandes complexes, le délai d’exécution peut être plus long.
-La cible de rendement de la durée d’exécution des demandes est actuellement en cours d'examen et dépend de l'activation électronique des commandes sans frais.",http://service.ssc-spc.gc.ca/en/services/communicating/toll-free-voice/admin#standards,http://service.ssc-spc.gc.ca/fr/services/communication/appel-sans-frais/admin#normes,TML,,2017-2018,ND,AD,0,23,0,25,0,20,0,32,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-8,ssc-spc - 08
ssc-spc,2017-2018,9,1-a,"Availability:
-CENTREX availability: supporting contracts state the CENTREX infrastructure may be available 24 x 7 x 365, 99.99% of the time ◦Service hours: 24 x 7 x 365 
◦Regular scheduled maintenance: no regular scheduled maintenance
◦External vendor support hours: 24 x 7 x 365","Disponibilité : 
-CENTREX : Les contrats de soutien établissent que l’infrastructure CENTREX serait disponible 24 x 7 x 365, et ce, 99,99 % du temps. ◦Heures de service : 24 x 7 x 365 
◦Maintenance régulière planifiée : pas de maintenance régulière planifiée 
◦Heures de soutien du fournisseur externe : 24 x 7 x 365",http://service.ssc-spc.gc.ca/en/services/communicating/mobile-dev-phones/phone-users#standards,http://service.ssc-spc.gc.ca/fr/services/communication/appareils-mobiles-lignefixe/lignefixe-utils#normes,ACS,100.00%,2017-2018,"ND
URL to published target results for Column H is found below:
http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","AD
L’adresse URL menant vers les résultats cibles de la colonne I se trouve ci-dessous
http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",0,0,0,0,0,0,0,0,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-9,ssc-spc - 09
ssc-spc,2017-2018,9,1-b,"Availability:
-VoIP Managed availability: 24 x 7 x 365, 99.95% of the time ◦Service hours: 24 x 7 x 365 
◦Regular scheduled maintenance:  -VoIP (GENS): A regular scheduled maintenance occurs every 3 months affecting VoIP(GENS) Voice messaging system serving ESDC (Employment and Social Development Canada) and IRC (Immigration, Refugees and Citizenship Canada ) only. Customers are notified in advance of each maintenance (normally 2 weeks) via their service deliver manager (SDM). During the 2- hour maintenance window, users are not able to access their old voicemail messages.
-VoIP (IDVS): Standard maintenance hours (SMH): Maintenance window that is available, with a 2-week advance notice, to contractors for undertaking regular maintenance repairs and maintenance on Agriculture Portfolio’s IT infrastructure : Sunday 6:00 a.m. to 10:00 a.m. (EST)
◦External vendor support hours: 24 x 7 x 365
-VoIP Build Model (ICSS NCR & National) availability: TBD","Disponibilité : 
-Service géré VOIP : 24 x 7 x 365, 99,95 % du temps ◦Heures de service : 24 x 7 x 365 
◦Maintenance régulière planifiée :  -VoIP (SREG) : Une maintenance courante planifiée a lieu tous les 3 mois, qui touche le système de messagerie vocale VoIP (SREG) ne servant qu’à Emploi et Développement social Canada et à Immigration, Refugiés et Citoyenneté Canada. Les clients sont avisés à l’avance pour chacune des maintenances (normalement deux semaines à l’avance) par leur gestionnaire de prestation de services. Au cours de la période de maintenance de deux heures, les utilisateurs ne peuvent pas accéder à leurs vieux messages vocaux.
-VoIP (IDVS) : Période de maintenance standard disponible, avec un préavis de deux semaines, pour les entrepreneurs afin d’effectuer les réparations régulières de maintenance à l’infrastructure de TI du portefeuille de l’agriculture; le dimanche, de 6 h à 10 h (HNE).
-Modèle élaboré VoIP (SCSI – RCN et national) : ne s’applique pas",http://service.ssc-spc.gc.ca/en/services/communicating/mobile-dev-phones/phone-users#standards,http://service.ssc-spc.gc.ca/fr/services/communication/appareils-mobiles-lignefixe/lignefixe-utils#normes,ACS,100.00%,2017-2018,"ND
URL to published target results for Column H is found below:
http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","AD
L’adresse URL menant vers les résultats cibles de la colonne I se trouve ci-dessous
http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",0,0,0,0,0,0,0,0,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-9,ssc-spc - 09
ssc-spc,2017-2018,9,2,"Mean time to restore service:
-Normal (for a user/end point): 4 business days, 95% of the time 
-Priority (building): 1 business day, 95% of the time
-Emergency (service core): 5 hours, 95% of the time","Délai moyen de rétablissement :
-Normal (pour un utilisateur ou un point terminal) : 4 jours ouvrables, 95 % du temps 
-Prioritaire (bâtiment) : 1 jour ouvrable, 95 % du temps
-Urgence (service essentiel) : 5 heures, 95 % du temps",http://service.ssc-spc.gc.ca/en/services/communicating/mobile-dev-phones/phone-users#standards,http://service.ssc-spc.gc.ca/fr/services/communication/appareils-mobiles-lignefixe/lignefixe-utils#normes,TML,100.00%,2017-2018,"ND
URL to published target results for Column H is found below:
http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","AD
L’adresse URL menant vers les résultats cibles de la colonne I se trouve ci-dessous
http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",0,0,0,0,0,0,0,0,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-9,ssc-spc - 09
ssc-spc,2017-2018,9,3,"Request fulfilment duration:
-Targeted maximum request fulfillment duration is 8 business days, 80% of the time, upon receipt of a “clean” request, depending on complexity of request (Maximum time and duration may be exceeded based on location and service requested)","Délai de traitement des demandes :
-Le délai ciblé maximal d’exécution des demandes est de 8 jours ouvrables, 80 % du temps, sur réception d’une demande complétée correctement en fonction de la complexité de la demande (le délai maximal peut être dépassé selon l’emplacement et le service demandé).",http://service.ssc-spc.gc.ca/en/services/communicating/mobile-dev-phones/phone-users#standards,http://service.ssc-spc.gc.ca/fr/services/communication/appareils-mobiles-lignefixe/lignefixe-utils#normes,TML,80.00%,2017-2018,"ND
URL to published target results for Column H is found below:
http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","AD
L’adresse URL menant vers les résultats cibles de la colonne I se trouve ci-dessous
http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",0,15300,0,15510,0,17822,0,17875,Shared Services Canada | Services partagés Canada,0.00%,2017-2018-ssc-spc-9,ssc-spc - 09
vac-acc,2017-2018,2017-2018-VAC-001,1,"When you apply for VAC's Disability Benefits, your decision will be made within 16 weeks.","Lorsque vous faites une demande auprès d’ACC pour des prestations d’invalidité, une décision sera rendue dans un délai de 16 semaines.",http://10.199.41.150/eng/about-vac/what-we-do/service-standards,http://10.199.41.150/fra/about-vac/what-we-do/service-standards,TML,80.00%,2017-2018,https://www.veterans.gc.ca/eng/services/wait-time-tool,https://www.veterans.gc.ca/fra/services/wait-time-tool,490,925,406,786,394,793,440,1050,Veterans Affairs Canada | Anciens Combattants Canada,48.70%,2017-2018-vac-acc-001,vac-acc - 01
vac-acc,2017-2018,2017-2018-VAC-002,1,"When you apply for VAC's Disability Benefits, your decision will be made within 16 weeks.","Lorsque vous faites une demande auprès d’ACC pour des prestations d’invalidité, une décision sera rendue dans un délai de 16 semaines.",http://10.199.41.150/eng/about-vac/what-we-do/service-standards,http://10.199.41.150/fra/about-vac/what-we-do/service-standards,TML,80.00%,2017-2018,https://www.veterans.gc.ca/eng/services/wait-time-tool,https://www.veterans.gc.ca/fra/services/wait-time-tool,1605,3788,1068,3451,959,3698,1513,6632,Veterans Affairs Canada | Anciens Combattants Canada,29.30%,2017-2018-vac-acc-002,vac-acc - 02
